Rainfall - (MM), Year, Statistics, Country, ISO3
70.5128, 2013, Jan Average, Puerto Rico, PRI
87.6741, 2013, Feb Average, Puerto Rico, PRI
60.1224, 2013, Mar Average, Puerto Rico, PRI
154.554, 2013, Apr Average, Puerto Rico, PRI
540.312, 2013, May Average, Puerto Rico, PRI
488.935, 2013, Jun Average, Puerto Rico, PRI
282.998, 2013, Jul Average, Puerto Rico, PRI
274.217, 2013, Aug Average, Puerto Rico, PRI
326.36, 2013, Sep Average, Puerto Rico, PRI
133.478, 2013, Oct Average, Puerto Rico, PRI
274.244, 2013, Nov Average, Puerto Rico, PRI
231.113, 2013, Dec Average, Puerto Rico, PRI
98.5137, 2014, Jan Average, Puerto Rico, PRI
137.828, 2014, Feb Average, Puerto Rico, PRI
18.2004, 2014, Mar Average, Puerto Rico, PRI
118.468, 2014, Apr Average, Puerto Rico, PRI
367.153, 2014, May Average, Puerto Rico, PRI
36.3737, 2014, Jun Average, Puerto Rico, PRI
140.908, 2014, Jul Average, Puerto Rico, PRI
390.093, 2014, Aug Average, Puerto Rico, PRI
295.704, 2014, Sep Average, Puerto Rico, PRI
157.959, 2014, Oct Average, Puerto Rico, PRI
333.702, 2014, Nov Average, Puerto Rico, PRI
149.565, 2014, Dec Average, Puerto Rico, PRI
259.481, 2015, Jan Average, Puerto Rico, PRI
121.629, 2015, Feb Average, Puerto Rico, PRI
50.2674, 2015, Mar Average, Puerto Rico, PRI
58.4641, 2015, Apr Average, Puerto Rico, PRI
92.4074, 2015, May Average, Puerto Rico, PRI
95.3113, 2015, Jun Average, Puerto Rico, PRI
60.7608, 2015, Jul Average, Puerto Rico, PRI
214.221, 2015, Aug Average, Puerto Rico, PRI
183.287, 2015, Sep Average, Puerto Rico, PRI
89.9631, 2015, Oct Average, Puerto Rico, PRI
280.42, 2015, Nov Average, Puerto Rico, PRI
98.4096, 2015, Dec Average, Puerto Rico, PRI
64.5169, 2016, Jan Average, Puerto Rico, PRI
145.8, 2016, Feb Average, Puerto Rico, PRI
81.6457, 2016, Mar Average, Puerto Rico, PRI
385.402, 2016, Apr Average, Puerto Rico, PRI
300.338, 2016, May Average, Puerto Rico, PRI
122.889, 2016, Jun Average, Puerto Rico, PRI
205.028, 2016, Jul Average, Puerto Rico, PRI
216.766, 2016, Aug Average, Puerto Rico, PRI
225.398, 2016, Sep Average, Puerto Rico, PRI
244.104, 2016, Oct Average, Puerto Rico, PRI
496.379, 2016, Nov Average, Puerto Rico, PRI
148.146, 2016, Dec Average, Puerto Rico, PRI
